סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זך,זץ,טב,י,יז,ינ,יף,יק,יר,כ,כן,ל,מחל,נ,נז,ני,נץ,נק,פה,ףז,ץ,ק,קי,קך,קץ,שס,
17,8735,אשדוד,70,48,18,0,485,282,1,281,3,103,0,0,0,0,0,0,0,0,0,0,0,0,0,25,71,0,1,0,0,0,21,0,0,0,0,0,1,56,
17,8758,אשדוד,70,67,17,0,550,330,2,328,4,6,0,0,0,0,10,0,0,0,0,0,0,1,0,54,162,0,0,0,2,0,39,0,0,0,0,0,0,50,
17,8761,אשדוד,70,70,24,0,578,324,1,323,3,27,0,0,0,0,4,0,0,0,0,0,0,0,0,50,128,0,0,0,3,0,33,1,0,0,0,0,0,74,
17,8767,אשדוד,70,76,17,0,682,398,2,396,11,27,0,0,0,0,25,0,0,0,0,0,0,0,1,33,174,0,0,0,0,0,47,0,0,0,0,0,0,78,
17,8774,אשדוד,70,85,15,0,606,335,4,331,14,3,0,0,0,0,11,0,0,0,0,0,0,0,0,38,179,0,0,0,1,0,48,0,0,0,1,0,0,36,
17,8777,אשדוד,70,88,16,0,621,319,3,316,7,2,1,0,0,0,9,0,0,0,0,0,0,0,0,68,130,0,0,0,0,0,72,1,0,0,0,0,0,26,
17,8779,אשדוד,70,89.2,47,0,609,378,1,377,20,2,0,1,0,0,10,0,0,0,0,0,0,0,0,25,144,0,0,0,0,0,113,0,0,0,0,0,0,62,
17,8801,אשדוד,70,111,15,0,663,370,3,367,5,6,0,0,0,0,11,0,0,0,0,0,0,0,0,39,183,0,0,0,0,0,68,0,0,0,0,0,0,55,
17,8804,אשדוד,70,114,63,0,456,297,0,297,5,5,0,0,0,0,17,0,0,0,0,0,0,0,0,30,142,0,0,0,0,0,66,0,0,0,0,0,0,32,
17,8811,אשדוד,70,121,52,0,597,458,0,458,8,2,0,1,0,0,20,0,0,0,0,0,0,0,0,18,220,2,0,0,2,0,126,0,0,0,0,0,0,59,
17,8832,אשדוד,70,140,53,0,613,374,1,373,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,174,83,0,0,0,0,0,91,0,0,1,0,0,0,15,
17,8844,אשדוד,70,152,91,0,629,411,1,410,4,10,0,0,0,0,14,0,0,0,0,0,0,0,0,105,151,0,0,0,2,0,76,0,0,0,0,0,0,48,
17,8846,אשדוד,70,154,30,0,585,404,3,401,11,2,0,0,0,0,16,0,0,0,0,0,0,0,0,108,155,0,0,0,0,0,72,0,0,0,0,0,0,37,
17,8853,אשדוד,70,161,51,0,688,452,2,450,7,1,0,0,0,0,5,0,0,0,0,0,0,0,0,185,138,0,0,0,0,0,80,2,0,0,0,0,0,32,
17,8860,אשדוד,70,168,57,0,604,402,1,401,5,3,0,0,0,0,12,0,0,0,0,0,0,0,0,110,172,0,0,0,2,0,68,0,0,0,0,0,0,29,
17,8862,אשדוד,70,170,38,0,499,346,2,344,18,4,0,0,0,0,8,0,0,0,0,0,0,0,0,20,153,0,0,0,2,0,113,0,0,0,0,0,0,26,
17,8873,אשדוד,70,182,68,0,687,624,1,623,0,463,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,150,
17,8890,אשדוד,70,201,52,0,658,462,1,461,15,3,0,0,0,0,22,0,0,0,0,0,0,0,0,12,251,0,0,0,6,0,101,0,0,0,0,0,0,51,
17,8927,אשדוד,70,241,64,0,692,517,2,515,22,0,0,1,0,0,18,0,0,0,0,0,0,0,0,60,221,0,0,0,0,0,153,0,0,0,0,0,0,40,
17,8933,אשדוד,70,247,48,0,582,372,0,372,14,2,0,1,0,0,10,0,0,0,0,0,0,0,0,42,188,1,0,0,1,0,69,0,1,0,0,0,0,43,
17,8934,אשדוד,70,248,6,0,647,176,0,176,3,7,1,1,0,0,0,0,0,0,0,1,0,0,0,34,76,0,0,0,3,0,21,0,0,0,0,0,0,29,
17,8936,אשדוד,70,250,21,0,534,216,5,211,1,4,0,0,0,0,2,0,0,0,0,0,0,0,1,52,98,0,0,0,1,0,23,0,0,0,0,0,1,28,
17,8942,אשדוד,70,260,87,0,746,563,1,562,19,2,0,0,0,0,24,0,0,0,0,0,0,0,0,24,304,1,0,0,2,0,137,0,0,0,0,0,0,49,
17,8946,אשדוד,70,266,80,0,499,359,0,359,5,2,0,0,0,0,10,0,0,0,0,0,0,0,0,42,178,0,0,0,1,0,83,0,0,0,0,0,0,38,
17,8950,אשדוד,70,274,56,0,684,450,3,447,2,5,0,1,0,0,10,0,0,0,0,0,0,0,0,216,116,0,0,0,3,0,67,0,1,1,0,0,0,25,
17,8953,אשדוד,70,277,87,0,760,548,1,547,11,0,0,0,0,0,28,0,0,0,0,0,0,0,0,21,304,0,0,0,0,0,124,0,0,0,0,0,0,59,
17,8963,אשדוד,70,287,92,0,663,498,2,496,6,8,0,3,0,0,13,0,0,0,0,0,0,0,0,83,223,0,0,0,1,0,111,0,0,0,0,0,0,48,
17,8972,אשדוד,70,296,54,0,601,525,1,524,0,235,0,0,0,0,4,0,0,0,0,0,0,0,0,0,15,0,0,0,2,0,0,0,0,0,0,0,0,268,
17,8510,אשקלון,7100,11,22,0,707,473,4,469,3,7,0,0,0,0,6,0,0,0,0,0,0,0,0,245,144,0,0,0,4,0,47,0,0,0,0,0,0,13,
17,8525,אשקלון,7100,26,26,0,536,256,2,254,4,7,1,0,0,0,3,0,0,0,0,2,0,0,0,52,122,0,0,0,2,0,11,0,0,0,0,0,1,49,
17,8529,אשקלון,7100,30,2,0,475,248,1,247,6,6,0,0,0,0,3,0,0,0,0,0,0,0,0,40,123,0,0,0,3,0,33,0,0,0,0,0,0,33,
17,8531,אשקלון,7100,32,2,0,499,274,0,274,4,9,3,0,0,0,2,0,0,0,0,0,0,0,0,57,112,0,0,0,2,0,33,0,0,0,0,0,0,52,
17,8537,אשקלון,7100,38,25,0,592,266,2,264,2,2,0,0,0,0,5,0,0,0,0,0,0,0,0,67,131,0,0,0,0,0,20,0,0,0,0,0,0,37,
17,8540,אשקלון,7100,41,30,0,566,390,0,390,10,4,0,0,0,0,30,0,0,0,0,0,0,0,0,27,206,1,0,0,2,0,72,0,0,0,0,0,0,38,
17,8554,אשקלון,7100,55,9,0,536,297,3,294,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,49,161,0,0,0,2,0,31,0,0,0,0,0,0,38,
17,8568,אשקלון,7100,71,44,0,631,357,2,355,22,4,0,1,0,0,16,0,0,0,0,0,0,0,0,25,165,0,0,0,1,0,95,0,0,0,0,0,0,26,
17,8591,אשקלון,7100,93,20,0,474,268,3,265,6,2,0,0,0,0,6,0,0,0,0,0,0,0,0,115,87,0,1,0,0,0,44,0,0,0,0,0,0,4,
17,8600,אשקלון,7100,102,80,0,563,348,1,347,17,6,0,0,0,0,17,0,0,0,0,0,0,0,0,42,171,0,1,0,1,0,65,0,0,0,0,0,0,27,
17,8608,אשקלון,7100,110,4,0,449,263,3,260,4,2,0,0,0,0,2,0,0,0,0,0,0,0,1,109,99,0,0,0,0,0,26,1,0,1,0,0,0,15,
17,8616,אשקלון,7100,118,34,0,700,452,2,450,5,8,0,0,0,0,32,0,0,0,0,0,0,0,0,57,222,0,0,0,1,0,76,0,0,0,0,0,0,49,
17,8637,אשקלון,7100,140,22,0,571,305,4,301,5,1,0,0,0,0,6,0,0,0,0,0,1,0,0,105,104,0,0,0,0,0,63,0,0,0,0,0,0,16,
17,8638,אשקלון,7100,141,8,0,437,207,5,202,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,47,98,0,1,0,2,0,25,0,2,0,1,0,0,23,
18,9473,באר שבע,9000,15,15,0,463,212,3,209,5,2,9,0,0,0,3,1,1,0,0,0,0,0,0,41,95,0,0,0,2,0,22,0,0,0,1,0,0,27,
18,9481,באר שבע,9000,29,34,0,478,203,0,203,1,1,5,1,1,0,2,0,0,0,0,0,0,0,0,16,129,0,0,0,1,0,13,0,0,0,0,1,0,32,
18,9487,באר שבע,9000,175,10,0,555,341,4,337,5,4,0,1,0,0,2,1,0,0,0,0,0,0,0,76,152,0,0,0,4,0,53,0,0,0,1,0,0,38,
18,9495,באר שבע,9000,200,112,0,558,364,1,363,11,8,2,2,0,0,27,0,0,0,0,0,0,0,0,71,172,0,0,0,0,0,51,0,0,0,0,0,0,19,
18,9505,באר שבע,9000,210,32,0,448,309,0,309,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,53,172,0,0,0,2,0,36,0,0,0,0,0,0,31,
18,9558,באר שבע,9000,7.1,41,0,673,314,5,309,11,3,9,0,0,0,4,0,0,0,0,0,0,0,0,26,171,0,0,0,3,0,36,0,0,0,0,0,0,46,
18,9608,באר שבע,9000,113,45,0,574,245,2,243,8,3,2,0,0,0,11,0,0,0,0,0,0,0,0,46,102,1,0,0,0,0,55,0,0,0,0,0,0,15,
18,9617,באר שבע,9000,130.5,36,0,660,277,7,270,2,4,1,0,0,0,2,0,0,0,0,0,0,1,0,92,118,0,0,0,1,0,27,0,0,0,0,0,0,22,
18,9638,באר שבע,9000,174,71,0,668,344,6,338,6,1,1,0,0,0,3,0,0,0,0,0,0,0,0,106,153,0,0,0,3,0,32,0,0,0,0,0,1,32,
18,9671,באר שבע,9000,126,37,0,537,198,0,198,46,8,5,3,0,0,6,0,0,0,0,0,0,0,0,7,61,0,0,0,2,0,51,0,0,0,0,0,0,9,
18,9678,באר שבע,9000,136,60,0,515,290,1,289,2,4,0,1,0,0,7,0,0,0,0,0,0,0,0,96,146,1,0,1,1,0,20,1,0,0,0,0,1,8,
18,9679,באר שבע,9000,137,58,0,314,164,2,162,4,2,0,0,0,0,3,0,0,0,0,0,0,0,0,53,74,0,0,0,0,0,20,0,0,0,0,1,1,4,
2,1053,בית הערבה,3645,1,2,0,175,142,0,142,5,0,0,0,0,0,28,0,0,0,0,0,0,0,0,10,55,0,0,0,0,0,41,0,0,0,0,0,0,3,
10,4512,בית ינאי,200,1,1,0,297,192,0,192,31,0,5,0,0,0,1,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,138,0,0,0,0,0,0,0,
13,6500,בית רבן,848,1,1,0,331,248,0,248,0,13,0,0,0,0,122,0,0,0,0,0,0,0,0,0,77,0,0,0,6,0,1,0,0,0,0,0,0,29,
10,4513,ביתן אהרן,252,1,3,0,213,77,0,77,5,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,50,0,0,0,0,0,0,1,
10,4520,גבעת שפירא,1077,1,1,0,215,172,1,171,13,1,5,0,0,0,8,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,126,0,0,0,0,0,0,2,
13,6150,גיבתון,196,1,1,0,265,217,1,216,41,2,0,2,0,0,4,0,0,0,0,0,0,0,0,6,33,0,0,0,0,0,126,0,1,0,0,0,0,1,
2,1054,גלגל,3606,1,1,0,155,91,1,90,10,1,1,0,0,0,5,0,0,0,0,0,0,0,0,2,37,0,0,0,1,0,32,0,0,0,0,0,0,1,
2,934,גפן,39,1,1,0,266,224,0,224,4,2,0,0,0,0,7,0,0,0,0,0,0,0,0,2,148,0,0,0,4,0,19,0,0,0,0,0,0,38,
11,5219,גת רימון,128,1,1,0,202,148,0,148,20,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,36,0,0,0,1,0,80,0,0,0,0,0,0,3,
3,1129,דובב,1067,1,1,0,361,250,0,250,2,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,197,0,0,0,5,0,17,0,0,0,0,0,0,20,
18,9242,דימונה,2200,14,4,0,450,241,2,239,9,3,0,0,0,0,7,0,0,0,0,0,0,0,0,7,136,0,0,0,1,0,25,0,0,0,0,1,0,50,
18,9243,דימונה,2200,15,6,0,508,238,1,237,0,8,0,0,0,0,2,0,0,0,0,0,0,0,1,31,142,0,0,0,0,0,28,0,0,1,0,0,0,24,
18,9246,דימונה,2200,19,13,0,590,364,6,358,8,0,1,0,0,0,15,0,0,0,0,0,0,0,0,17,234,0,0,0,1,0,40,0,0,1,0,0,0,41,
18,9247,דימונה,2200,20,5,0,350,194,1,193,2,5,1,1,0,0,6,0,0,0,0,0,0,0,0,14,111,1,0,0,1,0,16,0,0,0,0,1,0,34,
18,9260,דימונה,2200,34,6,0,372,212,3,209,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,24,121,0,0,0,2,0,32,0,0,0,0,0,0,24,
2,1055,ורד יריחו,3639,1,1,0,238,189,2,187,10,1,0,0,0,0,12,0,0,0,0,0,0,0,0,5,105,0,0,0,2,0,47,1,0,0,0,0,0,4,
10,4524,חבצלת השרון,235,1,1,0,344,224,0,224,24,0,0,1,0,0,5,0,0,0,0,0,0,0,0,5,47,0,0,0,1,0,124,0,0,0,0,0,0,17,
16,7955,חולון,6600,77,22,0,543,360,0,360,11,4,0,0,0,0,7,0,0,0,0,0,0,0,0,8,171,0,0,0,3,0,81,0,0,0,0,0,0,75,
16,7956,חולון,6600,78,20,0,749,483,1,482,13,14,0,0,0,0,10,0,0,0,0,0,0,0,0,22,176,0,0,0,9,0,52,1,0,0,0,0,1,184,
16,7960,חולון,6600,82,20,0,536,274,0,274,5,1,0,0,0,0,6,0,0,0,0,0,0,0,0,46,111,0,0,0,0,0,44,0,0,0,0,0,0,61,
16,8042,חולון,6600,194,85,0,500,309,4,305,16,3,1,0,0,0,7,0,0,0,0,0,0,0,0,15,107,0,0,0,0,0,106,0,0,0,0,0,0,50,
16,8111,חולון,6600,257.1,90,0,567,372,0,372,23,4,0,0,0,0,12,0,0,0,0,0,0,0,0,15,147,1,0,0,0,0,148,0,0,0,0,0,0,22,
16,8114,חולון,6600,257.4,90,0,565,392,0,392,25,2,0,0,0,0,5,0,0,0,0,0,0,0,1,23,147,2,0,0,1,0,171,0,0,0,0,0,0,15,
16,8155,חולון,6600,207,80,0,511,346,1,345,25,1,0,1,0,0,11,0,0,0,0,0,0,0,0,20,130,0,0,0,0,0,124,0,0,0,1,0,0,32,
13,6459,חפץ חיים,363,1,1,0,335,286,0,286,1,12,0,0,0,0,166,0,0,0,0,0,0,0,0,3,86,0,0,0,4,0,6,0,0,0,0,0,0,8,
18,9862,יהל,1158,1,1,0,217,121,1,120,28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,0,5,64,0,0,0,0,0,0,0,
2,1056,ייטב,3607,1,1,0,205,160,1,159,2,5,0,3,0,0,64,0,0,0,0,0,0,0,0,8,71,2,0,0,1,0,2,0,0,0,0,0,0,1,
13,6463,יסודות,440,1,1,0,317,290,0,290,0,274,0,0,0,0,5,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,5,
10,4647,יעף,1044,1,1,0,171,140,1,139,23,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,76,0,1,0,0,0,0,2,
1,48,ירושלים,3000,994,483,0,319,27,0,27,1,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,
1,60,ירושלים,3000,568,39,0,632,365,0,365,4,205,1,0,0,0,19,0,0,0,0,0,0,0,0,1,50,0,0,0,10,0,10,0,0,0,0,0,0,65,
1,92,ירושלים,3000,7,75,0,629,331,2,329,0,91,0,0,0,0,3,0,0,0,0,0,0,0,0,0,20,0,0,0,5,0,2,0,0,0,0,0,0,208,
1,98,ירושלים,3000,16,7,0,698,73,0,73,0,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,19,
1,99,ירושלים,3000,17,7,0,783,76,2,74,0,35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,32,
1,122,ירושלים,3000,521.2,41,0,539,208,2,206,24,34,17,1,0,0,10,0,0,0,0,0,0,0,0,10,48,1,0,0,3,0,44,1,0,0,0,0,0,13,
1,161,ירושלים,3000,197,80,0,499,241,1,240,28,26,2,0,0,0,33,0,0,0,0,0,0,0,0,5,71,0,0,0,2,0,38,0,0,0,0,0,0,35,
1,169,ירושלים,3000,206,80,0,562,351,1,350,1,95,1,0,0,0,29,0,0,0,0,0,0,0,0,5,99,1,0,0,7,0,25,0,0,0,0,0,0,87,
1,220,ירושלים,3000,708,276,0,547,402,1,401,4,115,1,0,0,0,17,0,0,0,0,0,0,0,0,3,77,1,0,0,2,0,13,0,0,0,0,0,0,168,
1,292,ירושלים,3000,9,59,0,720,386,4,382,1,146,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0,1,0,1,0,2,0,0,0,0,0,0,207,
1,294,ירושלים,3000,19,5,0,629,482,0,482,1,118,0,0,0,0,3,0,0,0,0,0,0,0,0,1,37,0,0,0,4,0,4,0,0,0,0,0,0,314,
1,299,ירושלים,3000,34,392,0,560,390,6,384,0,175,0,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0,0,0,3,0,2,0,0,0,0,0,0,180,
1,348,ירושלים,3000,218,93,0,524,351,3,348,0,224,0,0,0,0,34,0,0,0,0,0,0,0,0,1,24,0,0,0,2,0,3,0,0,0,0,0,0,60,
1,593,ירושלים,3000,649,87,0,614,70,1,69,4,5,0,0,0,0,10,0,0,0,0,0,0,0,0,1,30,0,0,0,1,0,15,0,0,0,0,0,0,3,
1,660,ירושלים,3000,608.1,316,0,643,103,1,102,2,2,84,0,0,0,3,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,4,0,0,0,0,0,0,0,
1,669,ירושלים,3000,609.5,316,0,700,131,2,129,0,1,104,0,0,0,2,0,0,0,0,0,0,0,0,0,11,0,0,0,4,0,6,0,1,0,0,0,0,0,
19,10522,ירקונה,183,1,1,0,308,225,0,225,23,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,166,0,0,0,0,0,0,2,
19,10369,כפר סבא,6900,78,3,0,487,337,1,336,18,0,1,2,0,0,15,0,0,0,0,0,0,0,0,19,135,0,0,0,0,0,128,0,0,1,0,0,1,16,
13,6568,כרם יבנה ישיבה,1094,1,1,0,157,144,0,144,1,30,0,0,0,0,101,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,8,
12,5426,לוד,7000,8,15,0,481,317,8,309,2,0,304,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,
12,5452,לוד,7000,23,4,0,672,347,4,343,5,1,261,1,0,0,2,0,0,0,0,0,0,0,1,11,35,0,0,0,1,0,21,0,0,0,0,0,0,4,
12,5477,לוד,7000,54,41,0,597,401,2,399,10,8,2,0,0,0,12,0,0,0,0,0,0,0,0,22,258,1,0,0,1,0,54,0,0,0,0,0,0,31,
18,9864,לוטן,1255,1,1,0,158,87,0,87,41,1,2,0,0,0,2,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,31,0,0,0,0,0,0,0,
12,5614,מודיעיןמכביםרעות,1200,72,20,0,670,532,1,531,31,1,2,1,0,0,35,0,0,0,0,0,0,0,0,23,181,0,0,0,0,0,232,0,0,0,0,0,0,25,
12,5620,מודיעיןמכביםרעות,1200,79,6,0,607,449,1,448,39,7,2,0,0,0,95,0,0,0,0,0,0,0,0,23,115,0,0,0,3,0,159,1,0,0,0,0,0,4,
13,6329,מחנה הילה,1411,1,1,0,127,99,0,99,5,0,0,1,0,0,12,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,67,0,0,0,0,0,0,0,
18,9865,מחנה יוכבד,1416,1,1,0,114,74,0,74,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,13,1,0,0,0,0,51,0,0,0,0,0,0,2,
13,6481,מחנה תל נוף,1412,1,1,0,187,141,1,140,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,4,44,0,0,0,0,0,73,0,0,0,0,0,0,2,
2,942,מחסיה,776,1,1,0,318,261,0,261,5,9,0,0,0,0,8,0,0,0,0,0,0,0,0,1,158,0,0,0,4,0,24,0,0,0,0,0,0,52,
18,9405,מסלול,748,1,1,0,498,372,1,371,18,5,0,1,0,0,22,0,0,0,0,0,0,0,0,10,180,0,0,0,4,0,104,0,0,0,0,0,0,27,
2,1111,מצפה שלם,3610,1,1,0,251,187,1,186,29,1,0,0,0,0,41,0,0,0,0,0,0,0,0,4,39,0,0,0,1,0,71,0,0,0,0,0,0,0,
18,9866,נאות סמדר,1197,1,1,0,260,150,1,149,28,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,101,0,0,0,0,0,0,1,
2,945,נווה שלום,1259,1,1,0,225,171,0,171,46,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,
5,1968,נוף הגליל,1061,29,25,0,596,254,5,249,5,1,22,0,0,0,1,1,0,0,0,0,0,0,0,58,132,0,0,0,0,0,18,0,0,0,1,0,0,10,
2,720,נחליאל,3767,1,2,0,332,252,0,252,2,63,2,0,0,0,62,0,0,0,0,0,0,0,0,0,49,0,0,0,16,0,0,0,0,0,0,0,0,58,
10,4538,נעורים,186,1,1,0,174,73,0,73,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,10,16,0,0,0,0,0,39,0,0,0,0,0,0,1,
8,3363,נשר,2500,12,1,1,363,184,1,183,9,1,2,1,0,0,7,0,0,0,0,0,0,0,0,46,72,1,0,0,2,0,31,0,0,0,0,0,0,11,
8,3373,נשר,2500,24,14,0,511,249,0,249,18,0,12,2,0,0,5,0,0,0,0,1,0,0,0,40,72,1,0,0,0,0,96,0,0,0,0,0,0,2,
18,9971,סייד שבט,1170,1,1,0,239,75,0,75,2,0,59,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,
18,9973,סייד שבט,1170,3,1,0,336,92,0,92,1,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,5,0,0,0,0,0,0,0,
13,6387,עיינות,156,1,1,0,115,50,0,50,6,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,21,0,0,0,0,0,0,0,
11,4947,פתח תקווה,7900,157,31,0,555,305,3,302,5,3,1,0,1,0,12,0,0,0,0,0,0,0,0,23,168,0,1,0,0,0,31,0,0,0,0,0,0,57,
11,5014,פתח תקווה,7900,71,30,0,657,465,4,461,10,11,0,0,0,0,12,0,0,0,1,0,0,0,0,55,227,1,0,0,2,0,113,0,0,0,0,0,0,29,
11,5087,פתח תקווה,7900,283.3,123,0,630,532,3,529,15,12,0,0,0,0,161,0,0,0,0,0,0,0,0,12,177,0,0,0,0,0,140,0,0,0,0,0,0,12,
11,5145,פתח תקווה,7900,136,100,0,508,241,0,241,8,0,1,0,0,0,5,0,0,0,0,0,0,0,0,65,102,0,1,0,1,0,45,0,0,0,0,0,0,13,
11,5146,פתח תקווה,7900,162,36,0,565,373,0,373,16,45,1,0,0,0,34,0,0,0,0,0,0,0,0,69,90,0,0,0,0,0,92,0,0,0,0,0,0,26,
11,5158,פתח תקווה,7900,211,55,0,636,480,3,477,32,3,1,0,0,0,19,0,0,0,0,0,0,0,0,16,131,3,0,0,0,1,249,0,0,0,0,0,0,22,
11,5176,פתח תקווה,7900,249,101,0,718,592,2,590,33,0,1,0,0,0,19,0,0,0,0,0,0,0,0,34,156,0,0,0,0,0,336,0,0,0,0,0,0,11,
10,4540,צוקי ים,1102,1,2,0,165,119,0,119,24,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,69,0,0,0,0,0,0,2,
2,952,צפרירים,1079,1,1,0,307,207,2,205,32,2,6,0,0,0,5,0,0,0,0,0,0,0,0,4,80,0,0,0,0,0,61,0,0,0,0,0,0,15,
18,9993,קוואעין שבט,972,1,1,0,489,118,1,117,0,0,93,0,0,0,0,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,2,0,0,0,0,0,0,0,
2,1116,קליה,3601,1,1,0,318,222,0,222,12,1,1,0,0,0,14,0,0,0,0,0,0,0,0,17,49,0,0,0,0,0,127,1,0,0,0,0,0,0,
8,3508,קרית אתא,6800,17,2,0,649,409,1,408,15,5,0,0,0,0,22,0,0,0,0,0,0,0,0,21,203,0,0,0,1,0,84,0,0,0,0,0,0,57,
8,3529,קרית אתא,6800,38,26,0,578,325,2,323,8,2,0,0,0,0,5,0,0,0,0,0,0,0,0,46,184,0,0,0,1,1,54,0,0,0,0,0,0,22,
8,3553,קרית אתא,6800,63,2,0,603,399,0,399,13,15,0,0,0,0,23,0,0,0,0,0,0,0,0,16,193,0,0,0,2,0,74,0,0,0,0,0,0,63,
17,9022,קרית גת,2630,39,11,0,457,339,0,339,14,23,0,0,0,0,28,0,0,0,0,0,0,0,0,16,145,0,0,0,4,0,59,0,0,0,0,0,0,50,
17,9050,קרית גת,2630,73,17,0,654,532,2,530,5,225,0,0,0,0,23,0,0,0,0,0,0,0,0,7,136,0,0,0,1,0,51,0,0,0,0,0,0,82,
8,3583,קרית ים,9600,11,27,0,677,340,1,339,5,6,0,0,0,0,7,1,0,0,0,0,0,0,0,44,200,0,0,0,1,0,39,0,0,0,0,0,1,35,
8,3630,קרית ים,9600,64,15,0,463,317,0,317,7,5,0,0,0,0,7,0,0,0,0,0,0,0,0,63,129,0,0,0,1,0,95,0,0,0,0,0,0,10,
13,5812,ראשון לציון,8300,31,10,0,573,289,2,287,13,6,0,0,2,0,16,0,0,0,0,0,0,0,0,53,97,1,0,0,2,0,80,0,0,0,0,0,0,17,
13,5817,ראשון לציון,8300,36,51,0,607,351,0,351,1,2,0,0,0,0,20,0,0,0,0,0,0,0,0,19,206,0,0,0,1,0,74,0,0,0,0,0,0,28,
13,5818,ראשון לציון,8300,37,10,0,441,168,1,167,4,1,0,0,0,0,4,0,0,0,0,0,1,0,0,34,65,0,0,0,0,0,55,0,0,0,0,0,0,3,
13,5839,ראשון לציון,8300,125,36,0,518,300,1,299,10,7,0,0,0,0,9,0,0,0,0,0,0,0,0,61,106,0,0,0,0,0,84,0,0,0,0,0,0,22,
13,5849,ראשון לציון,8300,143,10,0,640,390,4,386,11,22,1,0,0,0,28,0,0,0,0,0,0,0,0,60,114,0,0,0,2,0,100,0,0,0,0,0,0,48,
13,5871,ראשון לציון,8300,251,7,0,509,319,1,318,17,3,3,0,0,0,5,0,0,0,0,0,0,0,0,61,119,0,0,1,0,0,100,1,0,0,0,0,0,8,
13,5873,ראשון לציון,8300,300,63,0,490,273,2,271,7,1,0,0,0,0,5,0,0,0,0,0,0,0,0,57,112,0,0,0,0,0,72,0,0,0,0,0,0,17,
13,5879,ראשון לציון,8300,956,7,0,193,116,2,114,19,0,0,0,0,0,3,0,1,0,0,0,2,0,0,27,34,0,0,0,0,0,27,0,0,0,0,0,0,1,
13,5885,ראשון לציון,8300,50.1,38,0,684,502,0,502,17,2,2,0,0,0,18,0,0,0,0,0,0,0,0,19,201,0,0,0,0,0,218,0,0,1,0,0,0,24,
13,5900,ראשון לציון,8300,65,44,0,590,337,1,336,15,5,0,1,0,0,24,0,0,0,0,0,0,0,0,40,113,1,0,0,1,0,124,0,0,0,0,0,0,12,
13,5907,ראשון לציון,8300,131,28,0,518,345,1,344,35,2,0,0,0,0,2,0,0,0,0,0,0,0,0,40,82,0,0,0,0,0,179,0,0,0,0,0,0,4,
13,5908,ראשון לציון,8300,134,41,0,611,402,1,401,15,11,0,0,0,0,36,0,0,0,0,1,0,0,0,31,160,1,0,0,2,0,116,0,1,0,0,0,0,27,
13,5916,ראשון לציון,8300,206,64,0,633,444,2,442,23,4,0,0,0,0,17,0,0,0,0,0,0,0,0,37,161,1,1,0,3,0,181,1,0,0,0,0,0,13,
