סמל ועדה,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,ג,ודעם,ז,זכ,זן,זץ,טב,י,יז,ינ,יף,יק,כ,כי,כף,ל,מחל,מרצ,נ,נך,נץ,פה,ףז,צ,צן,ץ,ק,קך,קץ,רק,שס
5,1667,תל יוסף,84,1,1,0,372,275,3,272,55,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,6,9,35,0,0,0,155,0,0,0,0,0,0,0,0,2
17,9159,תלמים,814,1,1,0,572,450,1,449,9,21,2,1,0,0,5,36,0,0,0,0,0,0,0,59,0,202,0,0,0,0,21,0,0,0,0,0,0,0,2,91
18,9992,תראבין א-צאנע (שבט),970,1,1,0,511,33,0,33,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0
16,8337,אור יהודה,2400,7,8,0,585,403,7,396,13,11,0,0,0,0,0,11,0,0,0,0,0,0,0,10,9,210,1,0,0,0,38,0,1,0,0,0,0,0,0,92
18,9706,אילת,2600,8,2,0,535,214,0,214,12,1,2,0,1,0,0,8,0,1,0,0,0,0,0,4,13,84,5,0,0,0,74,0,0,0,0,0,0,0,0,9
18,9729,אילת,2600,30,6,0,663,213,1,212,7,4,3,0,0,0,0,6,0,0,0,0,0,0,0,4,22,97,3,0,0,0,55,0,0,0,0,0,0,0,0,11
18,9783,אילת,2600,86,7,0,530,192,1,191,3,0,2,0,0,0,0,8,0,1,0,0,0,0,0,8,20,63,9,0,0,0,67,0,0,0,0,0,0,0,1,9
4,1422,אלי-עד,4002,1,1,0,298,214,0,214,20,1,0,1,0,0,9,13,0,0,0,0,0,0,0,4,13,29,21,0,0,0,100,0,0,0,1,0,0,0,0,2
3,1189,אליפלט,730,1,1,0,460,334,0,334,16,2,0,0,0,0,1,13,0,0,0,0,0,0,0,10,0,235,0,0,0,0,32,0,0,0,0,0,0,0,0,25
11,5087,אלעד,1309,14,17,0,572,483,2,481,2,78,0,0,0,0,0,17,0,0,0,0,0,0,0,28,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,306
2,965,אפרת,3650,1,2,0,661,481,1,480,11,8,0,0,0,0,0,278,0,0,0,0,0,0,0,26,2,107,0,0,0,0,42,2,0,0,0,0,0,0,0,4
2,966,אפרת,3650,2,2,0,639,405,1,404,7,2,0,1,0,0,0,244,0,0,0,1,0,0,0,20,5,105,3,0,0,0,13,0,1,0,0,0,0,0,0,2
2,975,אפרת,3650,11,4,0,419,286,1,285,2,2,0,0,0,0,0,178,0,0,0,0,0,0,0,7,4,67,2,0,0,0,16,0,0,0,0,0,0,0,0,7
17,8624,אשדוד,70,8,31,0,390,146,2,144,5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,40,60,0,0,0,0,15,0,0,0,0,1,0,0,0,19
17,8626,אשדוד,70,10,25,0,559,246,0,246,5,2,0,0,0,0,0,3,1,0,0,0,0,0,0,3,81,87,2,0,1,0,26,0,0,0,0,0,0,0,0,35
17,8650,אשדוד,70,34,79,0,602,362,6,356,3,92,0,1,0,0,0,4,0,1,0,0,0,0,1,8,44,97,0,1,0,0,20,0,1,0,0,0,0,0,0,83
17,8652,אשדוד,70,36,2,0,670,371,2,369,17,3,1,0,0,0,0,15,0,3,0,1,0,0,0,12,62,131,3,0,0,0,87,0,0,0,0,0,0,0,1,33
17,8668,אשדוד,70,52,4,0,566,335,5,330,1,71,0,0,1,0,1,5,0,0,0,0,0,0,0,1,31,93,2,0,0,0,40,0,0,0,0,0,0,0,1,83
17,8690,אשדוד,70,70,24,0,568,318,4,314,10,29,0,0,0,0,0,6,0,1,0,1,0,0,0,4,54,99,3,0,1,0,41,0,0,0,0,0,0,0,0,65
17,8705,אשדוד,70,87,28,0,496,317,2,315,22,0,0,0,0,0,4,19,0,0,0,1,0,0,0,9,26,126,6,0,0,0,62,1,0,0,0,0,0,0,1,38
17,8729,אשדוד,70,111,15,0,648,355,2,353,13,8,0,0,0,0,1,15,0,0,0,0,0,0,0,11,46,154,3,0,0,0,67,0,0,0,0,0,0,0,0,35
17,8730,אשדוד,70,112,15,0,651,366,1,365,14,4,1,0,0,0,0,19,0,0,0,1,0,0,0,7,41,159,5,0,0,0,88,0,0,0,0,0,0,0,0,26
17,8822,אשדוד,70,205,46,0,546,350,4,346,7,6,0,0,0,0,1,20,0,0,0,0,0,0,0,14,36,141,1,0,0,0,68,0,2,0,0,0,0,0,0,50
17,8470,אשקלון,7100,36,10,0,598,295,3,292,5,2,0,0,0,0,0,10,0,3,0,0,0,0,0,7,42,110,0,0,0,0,40,0,0,0,0,1,0,0,0,72
17,8471,אשקלון,7100,37,85,0,565,276,4,272,5,0,2,0,1,0,0,2,1,0,0,0,0,0,1,5,105,99,1,0,0,0,23,1,0,0,0,0,0,0,0,26
17,8507,אשקלון,7100,76,30,0,629,395,3,392,24,2,0,0,0,0,2,30,0,0,0,0,0,0,0,19,18,155,9,0,1,0,95,0,0,0,0,0,0,0,0,37
17,8535,אשקלון,7100,103,79,0,523,383,1,382,20,5,0,0,0,0,1,24,0,0,0,0,0,0,0,21,14,178,3,0,0,0,82,0,0,0,0,0,0,0,1,33
17,8558,אשקלון,7100,127,97,0,573,287,8,279,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,6,106,92,0,0,0,0,41,0,2,1,0,0,0,0,0,23
17,8559,אשקלון,7100,128,64,0,601,371,3,368,5,4,0,0,0,0,0,9,0,0,0,0,1,0,0,2,176,100,0,0,0,0,56,0,1,0,0,1,0,0,0,13
17,8566,אשקלון,7100,136,35,0,507,313,0,313,8,5,0,1,0,0,1,9,0,0,0,0,0,0,1,14,36,142,4,0,0,0,62,0,1,0,0,0,0,0,1,28
17,8582,אשקלון,7100,153,21,0,588,458,1,457,5,26,0,0,0,0,2,46,0,2,0,0,0,0,0,27,5,195,1,0,0,0,36,1,0,0,0,1,0,0,0,110
4,1371,בית זרע,143,1,1,0,609,375,0,375,46,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,9,13,116,0,0,0,180,0,0,0,1,0,0,0,0,1
2,675,בית חורון,3575,2.2,1,0,408,340,0,340,5,6,0,0,0,0,2,154,0,0,0,0,0,0,0,23,9,107,2,0,0,0,18,0,0,0,0,0,0,0,0,14
13,6336,בית חלקיה,2033,1,1,0,452,384,3,381,0,353,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,10
5,1626,בית שאן,9200,5,4,0,644,417,1,416,20,5,1,0,0,0,1,20,0,0,0,0,0,0,0,11,17,227,1,0,0,0,28,0,0,0,0,0,0,0,0,85
5,1630,בית שאן,9200,9,19,0,596,388,2,386,6,4,0,0,1,0,0,8,0,0,0,0,0,0,0,22,2,200,2,0,0,0,13,0,0,0,0,0,0,0,0,128
5,1642,בית שאן,9200,21,4,0,484,286,1,285,6,3,1,0,0,0,0,8,0,0,0,0,0,0,0,10,5,181,0,0,0,0,12,0,0,0,0,0,0,0,0,59
2,855,בית שמש,2610,24.2,44,0,688,523,2,521,7,203,0,0,0,0,0,130,0,0,0,0,0,0,1,21,4,95,1,0,0,0,31,0,1,0,0,0,0,0,0,27
2,897,בית שמש,2610,68.5,28,0,569,271,5,266,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2,977,ביתר עילית,3780,3.1,19,0,619,473,0,473,0,215,0,0,0,0,0,5,0,0,0,0,0,0,0,18,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,211
2,1015,ביתר עילית,3780,36,20,0,667,556,2,554,0,315,0,0,0,0,0,14,0,0,0,0,0,0,0,35,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,167
15,7215,בני ברק,6100,5,8,0,722,620,13,607,3,312,0,0,0,0,0,11,0,0,0,0,0,0,0,13,2,41,0,0,0,0,5,0,0,0,0,0,0,0,0,220
15,7221,בני ברק,6100,13,1,0,507,432,4,428,1,198,0,0,0,0,0,11,0,0,0,0,0,0,0,11,1,23,0,0,0,0,3,0,0,0,0,0,0,0,0,180
15,7226,בני ברק,6100,18,82,0,618,364,6,358,3,66,2,0,0,0,0,4,0,0,0,0,0,0,0,7,15,97,0,1,0,1,28,0,3,0,0,0,1,0,0,130
15,7227,בני ברק,6100,20,10,0,428,257,5,252,11,40,0,0,0,0,0,10,0,0,0,0,0,0,0,2,27,59,3,0,0,0,24,0,0,0,0,0,0,0,0,76
2,748,בר גיורא,823,1,1,0,410,299,1,298,14,3,2,0,0,0,20,15,0,0,0,0,0,0,0,10,3,146,20,0,0,0,43,0,0,1,0,0,0,0,0,21
3,1121,ברעם,667,1,1,0,507,367,0,367,36,1,2,0,2,0,1,1,0,0,0,0,0,1,0,0,7,9,145,0,0,0,160,0,0,0,0,0,0,0,0,2
9,3809,ברקאי,617,1,1,1,513,336,2,334,49,0,4,0,0,0,2,6,0,0,0,0,0,0,0,0,2,4,135,0,0,0,131,0,0,0,0,0,0,0,0,1
16,8148,בת ים,6200,29.2,24,0,648,275,4,271,16,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,50,97,5,0,0,0,65,0,0,0,0,0,0,0,0,21
16,8279,בת ים,6200,147,4,0,607,305,4,301,10,2,1,0,0,0,1,9,0,1,0,0,0,0,0,7,79,123,2,0,0,0,41,0,0,0,0,0,0,0,1,24
16,8286,בת ים,6200,154.3,48,0,581,428,0,428,13,63,0,0,0,0,0,26,1,0,0,0,0,0,0,22,44,82,4,0,0,0,48,0,1,0,0,0,0,0,0,124
16,8302,בת ים,6200,172,11,0,593,354,2,352,12,2,2,0,0,0,0,5,0,0,0,0,0,0,0,2,77,121,8,0,0,0,107,0,0,0,0,1,0,0,0,15
16,8222,בת ים,6200,182,49,0,702,374,4,370,17,6,0,0,0,0,0,18,0,1,0,0,0,0,0,10,57,117,6,0,0,0,98,0,0,0,0,1,0,0,0,39
16,8227,בת ים,6200,192,5,0,452,218,1,217,18,2,7,0,0,0,0,8,0,1,0,0,0,0,0,3,35,62,8,0,0,0,60,0,0,0,0,0,0,1,0,12
16,8319,בת ים,6200,199,6,0,562,283,3,280,9,1,0,0,0,0,0,7,0,1,0,0,0,0,1,6,44,139,2,0,0,0,50,0,0,0,0,0,0,0,0,20
16,8234,בת ים,6200,201,21,0,429,234,1,233,5,3,0,0,0,0,0,3,0,0,0,0,0,0,0,11,57,72,4,0,0,0,61,0,0,0,0,0,0,0,0,17
9,3723,בת שלמה,33,1,1,0,435,338,0,338,41,2,1,0,0,0,2,16,0,0,0,0,0,0,0,4,10,47,49,0,0,0,161,0,0,0,0,0,0,0,0,5
4,1398,גבעת אבני,1293,1.3,1,0,556,375,1,374,14,2,0,0,0,0,0,24,0,0,0,0,0,0,0,3,18,145,5,0,0,0,150,0,1,1,0,0,0,0,0,11
15,7387,גבעתיים,6300,13,16,0,704,506,2,504,47,3,2,0,0,0,0,15,0,0,0,0,0,0,0,3,25,93,57,0,0,0,245,0,1,0,0,0,0,0,0,13
15,7435,גבעתיים,6300,77,7,0,485,349,1,348,35,1,1,0,0,0,0,10,0,0,0,0,0,0,0,3,12,74,28,0,0,0,178,0,1,0,0,0,0,0,0,5
15,7438,גבעתיים,6300,84.1,9,0,311,224,2,222,33,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,6,31,36,0,0,0,108,0,0,0,0,0,1,0,0,3
6,2402,גילון,1204,1,3,0,454,334,0,334,28,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,24,41,38,0,0,0,193,1,0,0,0,0,1,0,0,1
4,1399,גינוסר,262,1,2,0,545,377,2,375,53,1,0,0,0,0,0,2,0,0,0,0,0,0,0,5,9,61,34,0,0,0,209,0,1,0,0,0,0,0,0,0
15,7464,הרצליה,6400,10,47,0,635,370,3,367,25,3,1,0,0,0,1,14,0,1,0,0,0,0,0,5,45,120,19,0,0,0,98,0,2,0,0,0,0,0,0,33
15,7503,הרצליה,6400,51.4,14,0,601,406,5,401,23,0,3,0,0,0,0,21,0,2,0,0,0,0,0,6,27,95,21,0,0,0,185,0,0,0,0,0,0,0,0,18
9,3927,חדרה,6500,30,20,0,621,410,2,408,19,5,0,0,0,0,3,16,0,0,0,0,0,0,0,10,19,221,2,0,0,0,67,0,0,0,0,0,0,0,0,46
9,3941,חדרה,6500,44,64,0,702,364,2,362,19,6,0,0,0,0,0,14,0,0,0,0,0,0,0,2,53,161,4,0,0,0,80,0,0,0,0,0,0,0,1,22
9,3942,חדרה,6500,45,64,0,713,386,4,382,13,9,0,0,0,0,0,11,3,0,0,0,0,0,0,4,161,105,6,0,1,0,62,0,0,0,0,0,0,0,0,7
9,3945,חדרה,6500,48,1,0,738,403,0,403,25,3,0,0,0,0,0,6,0,1,0,0,0,0,0,7,52,178,7,0,1,0,89,0,0,0,0,0,0,0,0,34
9,3987,חדרה,6500,93,64,0,563,298,0,298,13,4,0,0,0,0,0,15,0,0,0,1,0,0,0,7,32,127,2,0,0,0,77,0,0,0,0,0,1,0,0,19
16,7865,חולון,6600,44.4,21,0,654,409,3,406,34,6,2,0,0,0,0,15,0,2,0,0,0,0,0,5,29,111,23,0,0,0,167,1,1,0,0,0,0,0,0,10
16,7869,חולון,6600,55,12,0,523,264,5,259,14,1,0,0,0,0,0,4,0,1,0,0,0,0,0,4,42,84,9,0,1,0,79,0,0,0,0,0,0,0,0,20
16,7884,חולון,6600,72,83,0,588,358,1,357,10,2,0,0,0,0,0,11,0,0,0,0,0,0,0,5,32,152,9,0,0,0,94,0,0,0,0,0,0,0,0,42
16,7908,חולון,6600,103,1,0,618,398,1,397,24,3,0,2,1,0,0,19,0,1,0,0,0,0,0,5,38,140,13,0,0,0,132,0,0,0,0,0,0,0,0,19
16,7943,חולון,6600,135,59,0,591,305,1,304,11,4,0,0,0,0,0,11,0,0,0,0,1,0,1,5,50,112,4,0,0,0,63,0,2,0,0,0,1,0,0,39
16,7950,חולון,6600,164,1,0,575,345,1,344,23,0,0,0,0,0,0,9,0,0,0,0,0,0,1,2,47,113,12,0,0,0,125,0,0,0,0,0,0,0,0,12
16,8082,חולון,6600,205,26,0,622,372,2,370,15,8,1,0,0,0,0,9,0,1,0,1,0,0,0,2,60,149,8,0,0,0,94,1,0,0,0,0,0,0,1,20
16,8085,חולון,6600,208,80,0,649,458,1,457,22,1,1,1,0,0,0,16,0,0,0,0,0,0,0,8,30,140,23,0,0,0,189,0,0,0,0,0,0,0,0,26
16,8087,חולון,6600,211,93,0,559,325,7,318,14,1,0,0,0,0,0,6,0,0,0,0,0,0,0,1,111,108,5,2,0,0,58,0,0,0,0,1,0,0,0,11
16,7969,חולון,6600,212,82,0,661,460,6,454,14,2,4,0,0,0,0,15,0,0,0,0,0,0,0,5,39,215,10,0,0,0,60,0,0,0,0,0,1,1,0,88
16,8091,חולון,6600,219,89,0,581,445,2,443,15,2,0,0,0,0,0,24,0,0,0,0,0,0,0,4,31,159,8,0,0,0,179,0,0,0,0,0,0,0,0,21
16,7979,חולון,6600,225,14,0,488,338,2,336,15,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,33,142,2,0,1,0,70,0,0,0,0,0,0,0,0,60
16,7981,חולון,6600,227,14,0,599,382,2,380,17,1,0,0,0,0,0,8,0,2,0,0,0,0,0,5,49,170,3,0,0,0,70,0,0,0,0,0,0,0,0,55
16,8098,חולון,6600,240,89,0,660,496,0,496,22,5,0,0,0,0,0,15,0,0,0,0,0,0,0,4,37,194,13,0,0,0,173,0,0,0,0,0,0,0,0,33
16,8113,חולון,6600,263,10,0,567,402,0,402,19,2,0,0,0,0,0,19,0,0,0,0,0,0,0,6,29,192,10,0,0,0,106,0,0,0,0,0,0,0,0,19
7,3030,חיפה,4000,155.4,36,0,664,323,2,321,18,2,16,0,0,0,0,3,0,1,0,0,0,0,0,2,76,109,4,0,0,0,66,0,0,0,0,0,0,0,0,24
7,3108,חיפה,4000,172,97,0,433,301,2,299,20,4,3,0,0,0,0,11,0,0,1,0,0,0,0,2,33,76,11,0,0,0,134,0,0,0,0,0,0,0,0,4
7,3116,חיפה,4000,178,191,0,577,397,1,396,47,4,3,3,0,0,0,24,0,0,0,0,0,0,0,0,18,61,37,0,0,0,197,0,0,0,0,1,0,0,0,1
7,3085,חיפה,4000,195,42,0,495,283,1,282,14,0,0,0,0,0,0,10,0,2,0,0,0,0,0,1,65,56,16,0,0,0,111,0,0,0,0,0,0,0,1,6
7,3068,חיפה,4000,241,98,0,636,450,1,449,34,0,6,0,0,0,0,14,0,0,0,0,0,0,0,2,24,70,53,0,0,0,245,0,0,0,0,0,0,0,0,1
7,3075,חיפה,4000,259,62,0,679,298,1,297,18,0,8,0,0,0,0,8,0,0,0,0,0,0,1,2,27,78,19,0,0,0,133,0,0,0,0,1,0,0,0,2
7,3015,חיפה,4000,265,127,0,685,414,2,412,24,1,73,0,0,0,0,13,0,1,0,0,0,0,0,5,16,76,36,1,0,0,160,0,0,0,0,0,0,0,0,6
7,2929,חיפה,4000,284,151,0,590,234,2,232,17,16,6,1,0,0,0,6,0,0,0,0,0,0,0,3,41,53,27,0,0,0,52,0,0,0,1,0,0,0,0,9
7,2881,חיפה,4000,301,58,0,593,304,5,299,9,6,114,0,0,0,0,1,0,0,0,0,1,0,0,0,97,48,7,0,0,0,14,0,1,0,0,0,0,0,0,1
7,2939,חיפה,4000,319,77,0,509,346,3,343,27,2,10,0,0,0,0,9,0,0,0,0,0,0,0,3,45,122,9,0,0,0,97,0,0,0,0,0,0,0,0,19
7,3189,חיפה,4000,346.2,29,0,632,344,4,340,23,3,0,0,0,0,0,31,0,0,0,0,0,0,0,0,80,62,11,0,0,0,128,0,1,0,0,1,0,0,0,0
7,3200,חיפה,4000,374,53,0,508,182,2,180,12,0,10,0,0,0,0,8,0,1,0,0,0,0,0,0,51,49,8,1,0,0,30,0,0,0,0,0,0,1,0,9
7,2892,חיפה,4000,381,93,0,591,270,3,267,7,3,5,0,0,0,0,5,0,1,1,0,0,0,0,4,64,112,2,0,0,0,47,0,2,0,0,2,0,0,0,12
7,3175,חיפה,4000,399,56,0,550,405,0,405,20,63,0,0,1,0,0,74,0,0,0,0,0,0,0,8,32,80,14,0,0,0,93,0,1,0,0,0,0,0,0,19
7,3176,חיפה,4000,400,56,0,636,423,2,421,22,104,0,0,0,0,0,61,0,0,0,0,0,0,0,11,23,79,10,0,0,0,87,1,0,0,0,0,0,0,0,23
7,3209,חיפה,4000,406,12,0,549,354,2,352,15,104,0,0,0,0,0,38,0,0,0,0,1,0,0,13,24,50,12,0,0,1,81,0,0,0,0,0,0,0,0,13
7,3211,חיפה,4000,419,57,0,525,267,4,263,8,5,2,1,0,0,0,3,0,1,0,0,0,0,0,4,86,64,9,0,0,0,78,0,0,0,0,0,0,0,0,2
7,3212,חיפה,4000,421,220,0,725,340,4,336,9,3,0,0,0,0,0,8,0,0,0,0,0,0,0,4,120,82,7,0,0,0,100,0,1,0,0,0,0,0,0,2
7,3214,חיפה,4000,423,57,0,482,200,0,200,9,2,0,1,0,0,0,9,0,0,0,0,0,0,0,4,71,61,1,0,0,0,40,1,0,0,0,0,0,0,0,1
7,3150,חיפה,4000,438.2,76,0,544,419,1,418,33,0,0,1,1,0,0,5,0,0,0,0,0,0,0,3,32,107,22,0,1,0,209,0,0,0,0,0,0,0,1,3
7,3156,חיפה,4000,453,194,0,666,482,0,482,16,0,1,0,0,0,0,10,0,0,0,0,0,0,0,2,34,121,40,0,0,0,257,0,0,0,0,0,0,0,0,1
7,3157,חיפה,4000,454,235,0,608,434,1,433,29,1,3,0,0,0,0,11,0,0,0,0,0,0,0,1,29,87,29,0,0,0,242,0,0,0,0,0,0,0,0,1
7,3161,חיפה,4000,465,75,0,603,450,1,449,41,0,0,0,0,0,0,17,0,0,0,0,0,0,0,4,22,108,13,0,0,0,239,0,0,0,0,0,0,0,0,5
7,3234,חיפה,4000,714,16,0,664,334,3,331,10,2,2,0,0,0,0,8,0,0,0,0,0,0,0,1,63,134,3,0,1,0,94,1,0,1,0,0,0,0,0,11
7,3235,חיפה,4000,715,16,0,482,278,0,278,21,2,0,0,0,0,0,6,0,1,0,0,0,0,0,7,30,111,4,0,0,0,86,0,0,0,0,0,0,0,0,10
3,1193,חצור הגלילית,2034,4,6,0,466,286,0,286,5,2,0,0,0,1,1,18,0,0,0,0,0,0,0,8,19,180,0,0,0,0,12,0,0,0,0,0,0,0,0,40
9,3831,חריש,1247,6.2,3,0,561,430,0,430,12,6,4,0,0,0,0,60,0,0,0,0,1,0,1,7,38,112,11,0,0,0,131,0,0,0,0,0,0,0,1,46
4,1311,טבריה,6700,5,30,0,570,394,2,392,7,47,2,0,0,0,0,11,0,0,0,0,0,0,0,9,5,107,2,0,0,0,34,0,0,0,0,0,0,0,11,157
4,1316,טבריה,6700,10,31,0,799,538,3,535,10,2,0,0,0,0,0,21,0,1,0,0,0,0,0,18,26,332,0,0,0,0,90,0,0,0,0,0,0,0,11,24
4,1317,טבריה,6700,11,40,0,496,299,0,299,6,25,0,0,0,0,0,9,0,0,0,0,0,0,0,6,11,116,3,0,0,0,27,0,0,0,0,0,0,0,6,90
4,1323,טבריה,6700,16.2,4,0,535,270,1,269,5,10,1,0,0,0,0,13,1,0,0,0,0,0,0,8,34,113,2,0,0,0,35,0,0,0,0,0,0,0,10,37
4,1346,טבריה,6700,38.3,25,0,607,375,0,375,17,3,2,0,0,0,1,20,0,0,0,0,0,0,0,8,42,200,4,0,0,0,47,0,0,0,0,0,0,0,14,17
4,1347,טבריה,6700,38.4,25,0,605,365,3,362,17,2,0,0,0,0,1,15,0,0,0,0,0,0,0,8,63,172,1,0,0,0,60,0,0,1,0,0,0,0,13,9
4,1361,טבריה,6700,54,34,0,436,279,0,279,13,5,0,0,0,0,0,19,0,1,0,0,0,0,0,2,5,148,2,0,0,0,45,0,0,0,0,0,0,0,5,34
4,1363,טבריה,6700,56,1,0,677,399,1,398,13,69,1,0,0,0,0,10,0,0,0,0,0,0,0,12,13,171,3,0,0,0,48,0,0,0,0,0,0,0,9,49
8,3280,טירת כרמל,2100,16,3,0,476,318,0,318,9,5,0,0,0,0,0,11,0,0,0,0,0,0,0,9,11,173,0,0,0,0,29,0,0,0,0,0,0,0,0,71
13,6492,יבנה,2660,41,11,0,402,301,1,300,21,8,0,1,0,1,1,20,0,0,0,0,0,0,0,14,20,109,4,0,0,0,46,0,0,0,0,0,0,0,0,55
5,2013,יקנעם עילית,240,10,24,0,553,370,2,368,38,6,0,0,1,0,1,22,0,3,0,0,0,0,0,8,40,130,8,0,0,0,95,0,0,0,0,0,0,0,0,16
3,1131,יראון,623,1,1,0,360,213,1,212,52,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,37,0,0,0,115,0,0,0,0,0,0,0,0,0
1,290,ירושלים,3000,10,5,0,704,449,3,446,0,254,0,0,0,0,0,3,0,0,0,1,0,0,0,15,0,13,1,0,0,0,0,0,0,0,0,0,0,0,0,159
1,99,ירושלים,3000,16,7,0,693,180,0,180,0,65,0,0,0,0,0,15,0,0,0,0,0,0,0,7,6,50,1,0,0,0,22,0,0,0,0,0,0,0,0,14
1,240,ירושלים,3000,27,9,0,480,359,2,357,0,312,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,33
1,247,ירושלים,3000,48,9,0,554,346,4,342,1,282,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,50
1,304,ירושלים,3000,53,392,0,689,471,3,468,1,251,0,0,0,0,0,2,0,0,0,0,0,0,0,18,1,22,3,0,0,0,3,0,0,0,0,0,0,0,0,167
1,249,ירושלים,3000,62,142,0,545,171,6,165,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,10
1,114,ירושלים,3000,121,75,0,617,228,4,224,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,101
1,313,ירושלים,3000,210,157,0,615,421,1,420,3,82,0,0,0,0,1,119,0,0,0,0,0,0,0,37,5,81,12,0,0,0,16,1,0,0,0,0,0,0,0,63
1,256,ירושלים,3000,214,11,0,502,325,0,325,31,4,8,0,0,0,0,40,0,2,0,0,0,0,0,1,12,37,83,0,0,0,106,0,0,0,0,0,0,0,0,1
1,165,ירושלים,3000,228.1,85,0,610,354,1,353,40,8,12,0,0,0,0,31,1,0,0,0,0,0,0,4,9,47,62,0,0,0,135,0,0,0,0,0,0,0,0,4
1,488,ירושלים,3000,335.1,103,0,581,395,1,394,17,0,6,0,0,0,0,21,1,0,0,0,0,0,0,8,16,195,16,1,0,0,94,0,0,0,0,0,0,0,1,18
1,505,ירושלים,3000,358,31,0,509,265,0,265,6,50,0,0,1,0,0,4,0,0,0,0,0,0,0,10,31,74,3,0,0,0,15,0,0,0,1,1,0,0,0,69
1,390,ירושלים,3000,373,412,0,579,391,0,391,25,9,0,0,0,0,1,47,0,0,0,0,0,0,0,12,5,188,18,0,0,0,39,0,0,0,0,0,0,0,0,47
1,411,ירושלים,3000,408,488,0,678,433,1,432,42,10,9,0,0,0,0,113,0,0,0,0,0,0,0,10,9,81,49,0,0,0,106,0,0,0,0,0,0,0,0,3
1,515,ירושלים,3000,427.3,130,0,696,251,5,246,2,6,229,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3,1,0,0,0,1,0,0,0,0
1,560,ירושלים,3000,477.1,94,0,565,315,1,314,29,5,3,0,0,0,0,39,0,0,0,0,0,0,0,12,8,103,27,0,0,0,75,0,0,1,0,0,0,0,0,12
1,663,ירושלים,3000,519.2,316,0,688,95,2,93,2,4,66,0,0,0,0,4,0,0,0,0,0,0,0,4,1,4,1,0,0,0,6,0,0,0,0,1,0,0,0,0
1,90,ירושלים,3000,792,489,0,565,404,6,398,0,307,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,81
1,381,ירושלים,3000,967,228,0,492,370,1,369,31,9,7,0,1,0,0,13,0,2,0,0,0,0,0,1,18,96,40,0,0,0,128,0,0,0,0,0,0,1,1,21
12,5656,ישרש,828,1,3,0,730,549,2,547,13,0,0,0,0,0,144,20,0,0,0,0,0,0,0,6,7,179,11,0,0,0,124,0,1,0,0,0,0,0,0,42
12,5657,כפר בן נון,2010,1,1,0,528,415,2,413,36,0,1,0,0,0,38,14,0,0,0,0,0,0,0,4,20,62,75,0,0,0,159,0,0,1,0,1,0,0,0,2
5,1919,כפר ברוך,132,1,1,0,362,291,0,291,34,1,0,0,0,0,1,3,0,0,0,0,1,0,0,3,10,72,10,0,0,0,155,0,0,0,0,0,0,0,0,1
10,4723,כפר חיים,193,1,1,0,422,331,0,331,39,1,1,0,0,0,7,0,0,0,0,0,0,0,0,0,6,29,43,0,0,0,204,0,0,1,0,0,0,0,0,0
5,1858,כפר יהושע,140,1,1,0,406,331,0,331,30,0,2,0,1,0,6,7,0,1,0,0,0,0,0,0,11,23,49,0,0,0,199,0,0,0,0,1,0,0,0,1
19,10225,כפר סבא,6900,15,19,1,597,411,2,409,34,5,2,0,0,0,0,17,0,0,0,0,0,0,0,3,22,88,46,0,0,0,191,0,0,0,0,0,0,0,0,1
15,7589,כפר שמריהו,267,1,1,1,529,320,3,317,14,0,2,0,0,0,4,2,0,0,0,0,0,0,0,0,17,38,23,0,0,0,216,0,0,0,0,0,0,0,0,1
